statement,label,__index_level_0__
Death penalty will not scare criminals because they don't expect to be caught,fallacy of extension,5266
"You're either committed to your work, or you don't care about it.",false dilemma,4881
He's only supporting this because it helps his career.,ad hominem,3158
I saw a news report about a storm in that area; it must be a stormy place.,faulty generalization,3515
"Believing that ""runs"" occur to statistically independent phenomena such as roulette wheel spins.",false causality,3559
"Jimmy has a fever, sinus congestion, a cough, and can't come to school, so he probably has a test later today.",false causality,4727
"I'm a good person because I always do good things, and I do good things because I'm a good person.",circular reasoning,2856
Of course she's saying that; it's popular to support it now.,ad hominem,1861
Over 99 billion people served¦,ad populum,2659
"If we let the government ban SUVs, then they're going to want to ban trucks! Then they'll want to ban sports cars! Then they'll want to ban all cars!",faulty generalization,5321
"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.",circular reasoning,640
"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years . That ' s true for the rest of the world , too . There was a 300-year-long Medieval heat wave , followed by a Little Ice Age that began around 1300 , and then the 300-year warming period we ' re in now .",intentional,4503
"If you want privacy online, you must have something to hide.",fallacy of extension,3956
"Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.
Tamera: I'll take it!
",appeal to emotion,5665
We cannot approve of this recycling idea. It was thought of by a bunch of hippie communist weirdos.,ad hominem,637
"""No one stops to process...No one appreciates the value"" is an example of",faulty generalization,5502
A persuasive technique meant to influence a person's emotions.,appeal to emotion,4351
Democrats are gay and Republicans are rich.,faulty generalization,2308
"This philosophy is right because people follow it, and people follow it because it's right.",circular reasoning,3955
It ' s hard to believe they are when so many serious people are so worried . I wish there were a real debate !,ad hominem,3820
"Ashley: It is morally wrong to cheat on your spouse; why on earth would you have done that?
Hannah: But what is morality exactly?
Ashley: It's a code of conduct shared by cultures.
Hannah: But who creates this code?...
Hannah has committed what fallacy?",fallacy of relevance,2096
"Because , because , because Orange Man Bad :",fallacy of extension,4902
The artist's introspection makes their work about self-discovery.,intentional,4074
"""Jose, join us because everybody will come to the party and only you will be left behind.""",ad populum,1372
"Teachers claim that cell phones distract students, but they only say that because teachers have no lives.",ad hominem,4795
"Donald Trump has called climate change a fabrication on the part of "" the Chinese in order to make U.S. manufacturing non-competitive. ",fallacy of relevance,921
"It is power over people by unelected activists , often ­funded from outside Australia .",fallacy of relevance,546
"If I don't take the right classes in high school, then I won't be able to get into a good college. If I don't get into a good college, then I won't be able to get a job. If I can't get a job, then I am going to end up homeless.",faulty generalization,1449
"Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that this must be the healthy way to eat, so she joins them.",ad populum,2804
